vibration_mm_s,temperature_c,pressure_bar,rotational_speed_rpm,oil_viscosity_cst,current_draw_amps,humidity_pct,age_days,maintenance_lag_days,failure_within_7days
2.913,62.71,3.888,1565.6,40.7,13.573,65.0,755,271,0
1.25,89.52,5.088,1452.0,41.98,13.28,59.2,1589,336,0
2.077,75.14,4.208,1662.9,34.56,15.376,34.1,629,187,0
3.135,69.04,3.957,1315.2,43.53,12.733,62.2,903,209,0
1.497,72.01,4.515,1447.8,39.56,13.041,64.4,1471,176,0
2.735,83.09,4.18,1379.2,45.4,14.8,48.5,1066,193,0
1.415,69.16,5.242,1541.2,40.24,10.745,73.8,395,176,0
2.873,67.51,4.133,1388.7,45.52,9.023,72.2,247,65,0
2.471,72.78,3.8,1543.3,44.28,12.4,38.8,905,309,0
1.208,63.23,3.424,1481.4,53.36,9.155,75.2,1315,1,0
3.432,93.21,4.485,1452.1,47.49,16.908,52.0,248,316,1
1.912,69.34,4.219,1538.9,35.8,14.911,66.2,1637,270,0
1.852,83.32,3.786,1473.1,38.68,16.328,70.7,599,59,0
2.66,77.09,5.095,1391.1,45.28,12.125,55.3,865,42,0
3.419,65.15,4.834,1780.1,40.35,13.101,50.0,1473,92,0
1.687,74.94,4.486,1451.3,30.16,11.081,75.8,84,225,0
2.549,82.84,5.182,1278.2,51.75,13.766,41.5,773,285,0
2.843,73.12,4.831,1415.8,48.6,9.569,42.8,1245,62,0
3.054,86.93,4.089,1373.3,47.6,6.914,48.1,1690,279,0
2.641,85.22,3.98,1582.6,41.96,10.419,73.0,51,13,0
2.206,84.19,4.909,1532.2,47.14,9.089,76.9,550,27,0
1.838,70.4,4.698,1539.9,41.48,14.956,41.0,771,141,0
2.569,64.2,4.585,1463.0,46.02,15.631,73.2,981,107,0
1.642,68.86,4.077,1472.1,40.4,9.194,42.9,1211,289,0
0.163,76.96,4.804,1462.9,52.58,14.583,78.5,1549,77,0
2.849,80.46,4.122,1491.9,37.15,13.903,59.9,1247,246,0
3.223,53.28,4.449,1583.5,51.16,8.86,30.4,465,11,0
0.61,74.92,5.223,1533.6,45.19,11.219,31.7,419,183,0
1.692,76.58,4.17,1550.0,42.55,10.84,37.4,87,316,0
2.995,72.22,3.714,1550.0,45.84,13.496,39.4,259,360,0
4.146,87.91,3.974,1588.4,48.67,9.542,68.4,1205,295,1
2.517,79.22,4.997,1528.8,51.83,11.802,41.1,311,239,0
1.918,88.1,4.627,1535.9,46.57,10.628,78.5,173,262,0
2.354,72.84,4.436,1618.9,40.55,12.947,61.8,1346,334,0
3.6,84.37,4.245,1433.5,45.28,11.566,64.6,1731,72,1
1.983,91.35,4.743,1414.4,54.08,10.93,40.9,1364,67,0
1.861,88.12,4.075,1381.4,51.74,11.573,74.6,1520,286,0
2.114,64.08,4.653,1518.3,49.54,16.072,63.4,1269,325,0
1.737,72.46,4.134,1314.6,48.98,11.166,73.2,940,219,0
2.598,71.55,4.051,1546.2,48.5,9.918,77.8,505,46,0
3.8,79.89,4.181,1489.1,50.79,13.167,36.3,329,57,0
2.758,81.86,4.312,1613.5,42.72,11.713,34.8,196,23,0
2.298,66.61,4.476,1432.8,38.22,9.17,70.2,62,289,0
2.267,75.68,4.618,1479.7,45.35,16.463,73.3,1049,318,0
1.249,54.8,2.656,1612.2,40.91,11.295,59.2,1588,23,0
3.206,89.42,4.096,1638.3,39.72,11.244,48.3,562,63,0
2.438,69.88,4.304,1432.0,41.4,12.32,62.6,1402,254,0
2.356,75.56,5.253,1518.2,57.43,15.46,45.3,897,147,0
5.054,71.9,3.96,1529.4,45.68,8.641,41.9,1319,115,0
2.739,86.46,4.581,1537.4,46.81,12.552,54.4,1076,97,0
1.899,46.62,5.248,1473.7,38.89,16.175,40.8,844,238,0
2.159,74.83,3.844,1628.1,35.78,12.257,54.2,40,282,0
3.419,73.94,4.697,1311.0,40.9,9.529,77.8,1768,299,0
2.591,70.46,4.099,1457.9,52.19,10.763,72.0,1596,92,0
1.349,92.26,4.248,1544.8,46.67,12.414,77.1,728,64,0
3.235,66.13,4.098,1545.7,47.99,14.662,70.3,457,173,0
1.965,82.72,4.134,1635.3,48.69,11.321,47.7,878,309,0
3.999,78.56,5.861,1619.8,42.04,13.653,70.6,1733,234,1
3.364,87.62,4.922,1471.4,51.94,9.129,76.1,788,166,0
2.142,68.33,5.051,1630.0,41.84,9.113,77.4,2,236,0
3.525,67.67,4.746,1428.6,52.03,11.034,64.2,1493,6,1
2.554,85.96,3.697,1593.1,47.21,14.876,40.6,1130,309,0
3.182,79.25,4.697,1681.1,36.05,12.138,32.0,216,42,0
2.888,59.55,5.036,1621.5,41.26,12.58,37.4,777,275,0
1.823,69.61,4.073,1510.6,36.08,12.556,78.3,679,339,0
1.985,78.86,4.983,1466.8,50.82,14.218,53.1,1783,152,0
3.324,83.38,4.852,1347.1,44.88,10.78,72.7,414,42,0
2.232,68.21,5.426,1531.1,33.86,13.377,53.3,210,212,0
2.177,45.86,4.291,1388.5,46.88,10.338,63.0,1082,200,0
1.736,80.23,3.951,1420.7,42.31,15.967,31.2,43,154,0
2.839,62.8,4.319,1380.9,37.58,10.399,42.5,138,219,0
4.15,54.83,5.218,1454.0,53.39,10.235,51.8,1645,152,1
1.646,46.68,3.586,1497.2,45.54,13.099,61.5,1513,35,0
2.519,83.14,3.466,1527.4,43.53,12.16,38.6,1584,225,0
3.63,76.29,4.545,1439.9,43.0,12.654,68.2,638,321,1
2.436,72.74,4.279,1606.9,37.43,12.455,48.2,469,120,0
2.862,88.89,4.504,1479.2,38.48,9.819,70.9,726,8,0
1.65,81.37,4.973,1421.2,51.42,15.227,34.9,1664,338,0
2.843,91.16,4.224,1522.6,42.63,13.787,64.0,1413,334,1
2.35,61.07,3.563,1696.4,45.11,14.718,44.7,1222,180,0
3.289,74.65,5.522,1533.5,34.78,10.943,69.8,202,20,0
3.45,58.83,4.001,1463.7,38.41,12.833,50.1,192,271,0
4.572,72.71,3.97,1347.3,48.05,12.395,63.3,107,193,0
2.964,72.51,5.052,1478.1,46.89,14.256,76.7,1730,25,0
2.761,81.27,4.308,1523.5,53.77,14.32,31.0,327,284,0
2.656,75.46,4.468,1461.2,51.71,12.386,30.6,750,97,0
2.217,81.23,4.741,1333.5,43.85,8.964,68.5,644,218,0
2.771,82.03,5.042,1414.9,47.36,15.559,62.3,357,326,0
2.264,96.55,4.333,1645.5,43.42,13.112,44.6,595,272,0
2.635,71.85,5.26,1643.4,55.27,10.783,54.7,501,287,0
3.554,65.59,3.432,1411.3,50.75,12.813,32.1,1308,65,1
1.695,77.46,4.88,1567.3,45.85,8.978,39.6,468,314,0
3.412,66.98,4.08,1382.1,46.0,14.111,51.2,508,110,0
3.554,89.82,5.186,1640.4,52.22,9.058,71.7,1758,211,1
2.406,72.17,4.571,1524.5,47.9,11.558,54.0,106,170,0
0.803,69.34,4.164,1595.0,52.79,12.489,59.3,1318,338,0
2.014,70.29,4.831,1328.5,34.03,14.078,73.7,1090,58,0
3.538,82.18,4.947,1567.8,47.31,12.213,45.4,195,29,1
2.482,73.42,4.821,1499.2,42.42,13.27,65.0,1212,266,0
1.701,68.58,3.985,1585.2,53.78,11.944,73.1,47,153,0
2.096,91.65,4.258,1591.5,52.73,11.936,40.1,1386,349,1
3.172,66.44,4.498,1506.6,45.16,12.171,47.8,1009,1,0
2.937,75.36,4.479,1439.9,52.68,11.622,79.0,537,168,0
2.309,81.52,4.875,1578.0,53.92,8.627,79.2,1602,213,0
2.207,58.69,3.493,1494.0,45.37,10.463,41.2,1511,250,0
2.187,79.8,4.667,1412.7,57.36,12.49,33.3,847,30,0
1.762,64.45,4.355,1408.0,44.84,11.502,43.5,1603,318,0
3.792,83.23,4.081,1352.3,43.93,11.688,49.9,709,182,1
2.242,65.37,4.129,1449.0,49.33,11.353,52.1,1270,188,0
3.474,81.93,4.393,1610.3,43.23,10.273,60.9,808,212,0
3.717,86.06,2.699,1517.8,45.43,11.014,75.0,612,126,1
3.299,83.61,4.149,1447.0,52.05,11.386,46.5,1202,291,0
2.155,77.51,4.062,1580.5,45.1,12.01,72.5,115,295,0
2.823,72.69,4.766,1416.8,36.52,12.787,34.7,680,22,0
2.481,69.24,4.097,1509.5,46.84,11.639,32.1,631,17,0
1.777,89.71,4.392,1482.0,41.52,9.941,55.2,1189,78,0
2.759,68.01,5.271,1577.9,49.33,9.204,33.0,219,33,0
1.557,64.63,4.997,1342.3,48.48,17.195,49.6,197,106,0
3.45,81.65,4.951,1415.0,52.36,9.74,74.8,401,304,0
2.128,67.04,4.25,1336.2,49.54,10.963,42.1,749,198,0
2.661,65.5,4.772,1474.0,50.45,13.034,65.3,681,190,0
2.727,60.56,4.383,1621.1,41.65,12.722,45.1,76,231,0
2.293,70.17,4.402,1449.5,49.02,13.042,32.2,1450,61,0
2.969,74.17,4.705,1448.9,54.84,11.115,57.8,287,41,0
2.12,77.43,4.202,1587.2,41.56,12.477,71.7,1569,23,0
3.197,84.51,5.247,1606.9,54.0,12.123,50.5,1323,162,0
1.423,80.27,4.42,1491.1,42.25,11.376,60.9,861,182,0
2.601,73.09,4.809,1568.5,40.74,12.491,75.0,742,332,0
4.051,73.02,5.228,1392.3,46.48,14.111,69.5,1731,94,1
1.7,80.1,5.016,1637.8,48.58,11.956,39.7,294,82,0
1.958,87.73,3.796,1714.9,49.56,11.969,66.7,809,92,0
2.911,76.26,4.722,1552.1,40.19,14.136,55.1,886,277,0
2.644,70.31,4.925,1291.6,47.17,13.923,67.3,1471,104,0
2.781,65.07,4.946,1444.2,41.57,15.168,54.7,414,84,0
2.891,60.55,3.943,1561.3,37.56,8.488,36.4,431,60,0
3.008,81.66,4.171,1457.9,40.36,13.81,58.5,1814,207,0
3.388,80.78,4.997,1627.2,41.25,13.203,54.6,1254,157,0
2.828,80.77,4.119,1558.8,47.61,10.229,55.9,1120,68,0
2.307,73.71,4.35,1429.4,50.76,12.503,73.9,1463,261,0
3.038,89.07,5.288,1503.2,37.63,14.102,74.7,171,340,0
4.02,70.16,4.476,1410.6,46.76,10.342,52.7,1341,233,0
2.394,84.55,4.137,1481.7,39.12,12.885,52.8,544,138,0
1.72,74.61,4.061,1444.5,48.15,13.743,55.8,1515,279,0
3.386,68.92,4.666,1617.5,41.89,9.858,56.0,1412,334,0
2.404,80.93,3.833,1711.6,39.74,11.715,77.5,989,230,0
0.762,79.1,4.376,1356.9,49.0,12.602,62.5,1581,359,0
3.178,78.57,4.667,1307.7,42.07,10.408,43.9,72,50,0
2.072,75.81,5.15,1475.5,43.42,10.242,56.6,1023,238,0
2.428,74.62,4.834,1348.2,33.9,11.73,61.4,532,18,0
2.766,98.88,4.143,1504.6,49.73,13.603,62.0,239,177,0
2.652,86.84,5.089,1574.9,49.1,13.287,59.3,711,208,0
3.068,82.23,4.35,1649.4,45.03,10.277,38.9,577,130,0
2.152,76.12,3.882,1520.1,37.36,13.304,31.7,1724,230,0
2.91,85.07,4.414,1480.7,51.05,10.328,46.9,1113,91,0
2.292,80.18,5.219,1302.2,41.67,8.78,51.4,713,30,0
3.091,75.26,4.583,1502.6,42.73,11.266,33.1,1559,361,0
2.992,71.96,4.506,1507.1,56.56,14.246,70.7,642,248,0
1.752,74.19,5.319,1563.9,41.48,13.312,47.2,1178,123,0
3.369,43.3,3.784,1429.2,48.71,11.997,75.7,590,135,0
2.071,77.11,3.857,1456.5,47.81,11.167,37.7,190,272,0
3.146,70.12,3.692,1352.2,46.95,11.22,32.8,812,354,0
2.794,90.93,4.686,1270.9,46.41,12.218,54.1,1439,99,0
3.971,75.19,4.583,1389.2,46.88,9.863,39.5,1178,218,0
2.321,63.11,5.271,1343.0,46.36,11.304,76.9,1015,103,0
2.221,74.5,4.622,1533.7,44.74,11.569,30.5,625,300,0
2.484,64.54,4.298,1448.2,52.56,9.298,50.6,1363,96,0
2.257,79.73,4.501,1446.2,38.44,10.323,76.3,629,315,0
3.14,77.91,4.559,1401.6,50.11,12.821,49.2,1541,202,0
1.207,84.58,3.664,1176.7,49.11,12.019,34.7,889,20,0
1.657,67.09,5.855,1650.8,48.49,11.382,45.1,1059,197,0
1.646,75.34,4.76,1400.0,50.58,10.177,54.9,784,111,0
3.26,61.35,4.605,1458.8,44.54,15.154,39.3,671,148,0
3.868,82.01,4.808,1354.5,35.66,10.324,53.3,722,242,0
2.416,80.19,4.855,1597.2,44.64,12.503,71.8,526,182,0
2.365,79.96,4.43,1514.3,40.04,11.024,73.6,537,283,0
2.556,75.02,4.184,1417.4,41.34,12.073,32.5,847,336,0
3.43,79.15,4.8,1460.8,38.79,12.915,38.0,1242,337,0
1.758,91.04,4.693,1667.8,42.61,9.259,43.8,1278,301,1
2.691,72.15,4.095,1492.7,42.02,11.987,59.7,996,299,0
3.28,76.39,5.21,1481.8,33.11,14.381,48.0,1227,88,0
2.901,64.14,4.647,1405.9,48.5,15.523,72.2,1125,221,0
2.652,66.32,4.865,1310.5,56.1,11.74,65.8,1385,247,0
3.301,75.98,5.196,1484.0,48.03,12.083,35.0,1765,176,0
0.337,86.04,4.511,1532.5,43.99,16.423,61.2,1735,117,0
3.042,72.44,4.658,1610.0,44.73,14.27,35.7,914,173,0
1.977,72.64,4.905,1275.2,42.9,10.765,42.8,178,218,0
1.035,70.93,4.138,1387.5,45.45,10.762,38.9,276,217,0
2.909,69.65,4.527,1441.9,44.81,13.913,38.7,312,318,0
3.599,77.95,4.563,1499.7,40.79,9.978,60.8,1666,76,1
2.39,60.03,4.022,1485.5,53.41,14.175,58.2,1434,87,0
3.262,87.81,5.659,1487.8,37.56,12.669,38.8,791,77,0
3.79,68.35,3.796,1540.8,48.59,13.035,79.5,1312,200,1
3.552,82.22,3.851,1409.7,44.49,11.487,51.1,1677,63,1
3.812,62.3,5.157,1593.4,54.5,10.74,34.9,1549,3,1
3.094,81.69,4.857,1543.3,46.7,14.924,36.0,1425,82,0
2.56,81.72,3.987,1468.0,43.2,11.507,59.2,1241,192,0
1.218,78.84,4.804,1660.1,43.76,11.178,79.0,698,5,0
2.303,65.06,5.234,1655.6,45.2,11.84,58.6,1494,192,0
1.825,77.5,4.485,1593.3,39.29,12.386,77.5,27,216,0
4.237,63.17,5.799,1198.1,41.17,9.938,52.2,913,346,1
2.359,72.47,3.638,1657.9,36.08,10.87,51.8,1754,21,0
2.599,85.29,4.847,1579.5,40.39,10.764,55.0,422,144,0
2.941,82.97,5.083,1700.6,45.47,13.691,64.9,1038,284,0
2.535,75.15,4.946,1623.7,46.5,10.228,48.4,501,144,0
3.856,65.25,4.398,1657.8,35.1,8.488,73.2,1678,1,1
2.002,81.46,4.355,1587.9,44.31,8.066,31.5,908,287,0
2.656,75.19,4.722,1634.9,47.82,9.059,52.0,325,358,0
1.906,51.8,4.908,1699.4,44.19,14.723,55.5,1348,224,0
1.444,82.83,4.801,1521.7,41.83,12.032,60.4,1591,213,0
2.011,74.76,5.02,1342.8,42.94,13.002,43.8,1727,165,0
2.47,87.02,3.991,1469.3,42.3,13.073,51.4,285,140,0
2.157,64.05,4.386,1539.0,41.82,12.112,54.2,1113,316,0
1.946,43.23,4.03,1507.5,45.87,11.85,64.3,1069,63,0
1.375,77.79,4.307,1375.3,56.54,14.089,68.7,1668,332,0
2.434,77.92,5.008,1336.9,41.28,12.292,66.9,498,211,0
1.296,58.09,4.554,1425.9,43.41,14.798,47.1,912,288,0
3.108,65.22,5.803,1580.8,44.74,13.242,80.0,1522,97,0
2.566,102.55,4.597,1658.0,41.56,10.764,72.4,1602,165,1
1.334,71.94,4.53,1591.7,50.49,11.006,43.0,1815,125,0
2.253,82.31,4.553,1605.7,33.15,10.545,39.8,1684,156,0
1.898,68.49,4.181,1491.9,42.34,14.435,45.7,145,249,0
2.755,54.1,4.471,1325.8,49.09,11.19,52.6,948,60,0
3.572,73.3,5.064,1454.5,43.53,10.403,72.5,1542,31,1
1.0,72.34,4.557,1474.1,40.9,12.64,68.9,82,273,0
2.592,71.0,4.103,1450.3,47.2,11.806,72.6,980,300,0
2.372,73.85,4.037,1505.5,49.53,12.589,43.6,1659,20,0
3.037,77.64,4.275,1544.1,46.05,15.78,59.7,1191,11,0
2.671,73.5,4.537,1585.3,40.99,13.826,44.2,1773,243,0
1.898,62.36,5.097,1472.2,47.28,12.054,35.5,1129,102,0
2.245,79.86,3.83,1309.6,42.99,9.183,64.2,488,275,0
1.863,55.51,4.34,1451.7,48.73,11.0,37.1,1774,6,0
3.361,54.5,4.572,1504.4,52.42,13.422,63.4,1334,346,0
2.517,82.39,3.583,1622.3,31.97,9.658,62.4,82,129,0
4.021,80.07,4.083,1443.2,45.56,16.282,70.5,94,298,1
2.451,74.43,4.16,1551.3,36.32,12.029,37.0,1345,96,0
1.933,61.05,4.102,1529.0,57.21,12.098,69.2,343,276,0
1.289,67.92,4.596,1504.4,42.66,10.667,80.0,797,284,0
1.057,72.37,4.42,1593.1,48.73,12.993,72.6,361,287,0
1.233,59.04,4.222,1433.9,44.82,9.684,67.6,1090,172,0
2.714,67.61,4.714,1442.5,40.98,16.33,63.1,624,331,0
2.907,81.52,5.362,1498.8,40.39,14.635,51.1,868,204,0
1.235,89.27,5.32,1436.0,52.93,13.969,66.5,429,102,0
3.216,70.81,3.539,1550.8,49.78,9.219,66.2,1425,112,0
2.114,82.56,4.789,1428.7,54.72,12.411,61.6,171,359,0
2.617,55.86,4.411,1522.6,45.28,14.418,69.8,1783,130,0
3.79,81.59,4.578,1490.0,46.44,13.186,52.4,578,38,0
3.217,66.96,4.301,1521.5,43.66,9.996,36.1,68,306,0
2.285,78.07,4.559,1454.0,43.56,10.7,58.0,1516,7,0
1.787,72.52,4.576,1466.1,39.79,11.096,43.3,1058,45,0
0.779,88.2,4.211,1509.6,45.42,10.793,49.2,1,193,0
1.925,66.26,4.052,1520.2,41.05,15.058,30.9,151,5,0
2.331,81.28,4.276,1499.6,47.21,8.158,49.1,902,57,0
1.71,72.2,4.617,1670.5,45.85,13.312,70.4,1808,168,0
2.395,73.42,4.799,1400.9,46.44,9.415,57.1,258,121,0
2.561,73.16,4.927,1493.6,53.38,10.077,30.5,750,248,0
2.32,66.54,4.253,1342.6,44.81,7.981,53.5,628,206,0
1.98,74.86,4.642,1537.2,48.78,10.902,44.6,1612,114,0
2.635,74.37,4.981,1388.5,55.26,15.021,53.9,795,238,0
2.854,77.41,5.083,1472.2,51.53,12.53,50.2,19,53,0
1.628,75.85,4.471,1462.8,50.77,9.603,76.6,1820,75,0
3.629,82.98,4.39,1528.1,43.47,14.034,32.1,35,168,0
2.421,84.24,4.596,1444.7,46.15,14.463,64.2,371,47,0
2.515,64.49,3.925,1440.5,38.41,12.208,72.6,491,223,0
3.067,83.69,4.403,1643.6,47.49,16.069,78.0,817,69,0
2.687,63.14,4.872,1528.5,46.37,13.643,38.9,1265,154,0
3.263,80.88,4.821,1443.9,45.12,13.365,56.6,7,46,0
2.73,81.2,4.365,1474.9,50.14,10.393,32.2,549,278,0
2.01,55.89,4.609,1664.5,38.96,13.255,55.0,371,201,0
2.789,75.93,4.088,1476.5,53.17,12.434,36.3,1689,141,0
1.585,70.32,4.852,1431.1,49.51,13.04,71.9,757,316,0
2.587,67.41,4.461,1431.5,44.65,10.631,35.7,1274,125,0
2.473,88.51,4.362,1445.1,44.26,12.256,55.7,1139,331,0
2.334,68.46,4.319,1440.6,47.4,10.366,56.1,1577,152,0
2.397,66.94,4.469,1372.0,52.6,7.706,78.6,1361,64,0
0.995,75.76,4.276,1387.6,45.51,13.997,62.7,574,95,0
2.061,81.86,4.829,1417.1,45.72,8.995,44.4,681,180,0
2.574,73.58,4.302,1559.2,45.09,12.214,42.0,1166,361,0
2.628,86.66,5.296,1461.9,53.91,12.666,36.4,1509,177,0
1.678,80.31,5.233,1479.3,43.16,12.653,67.8,1462,128,0
3.513,53.22,4.054,1627.0,44.85,11.434,64.5,1794,38,0
1.807,69.71,4.535,1629.5,52.32,12.542,60.5,88,299,0
3.276,69.38,4.175,1471.8,45.74,12.942,32.0,463,360,0
2.842,79.79,4.337,1436.9,50.69,13.47,68.1,1072,349,0
1.983,48.75,5.501,1413.6,40.44,15.467,62.1,481,132,0
3.92,100.49,4.346,1569.3,43.97,12.468,78.2,823,108,1
1.545,80.31,4.68,1479.5,52.42,12.128,59.4,524,71,0
3.235,76.49,4.771,1461.4,41.62,10.187,45.2,211,207,0
3.3,86.82,4.0,1418.6,44.24,12.872,49.1,244,64,0
1.964,98.44,4.072,1423.0,46.28,13.335,38.8,239,240,0
3.614,83.71,3.897,1532.0,40.05,11.615,66.1,1221,78,1
2.3,84.49,4.057,1368.5,42.93,13.089,65.4,769,87,0
2.731,76.31,3.075,1599.5,45.56,11.415,40.0,235,177,0
2.708,73.58,4.772,1446.6,45.23,13.342,37.9,187,261,0
2.393,70.24,5.527,1485.0,51.4,13.825,33.9,713,65,0
3.149,66.74,4.574,1366.3,52.71,13.797,75.6,1639,324,0
3.135,68.13,3.792,1498.8,40.72,12.236,41.7,1314,104,0
1.101,61.49,4.179,1467.2,45.56,9.92,47.2,1245,97,0
3.543,74.24,4.271,1495.0,48.37,10.776,44.0,497,95,1
1.17,58.15,3.991,1647.2,52.58,13.19,50.7,1520,45,0
3.326,76.91,4.93,1517.8,48.59,16.898,65.7,1326,30,0
3.401,74.64,4.905,1420.5,46.45,11.319,73.5,187,203,0
1.627,76.47,3.922,1428.9,48.33,12.912,39.1,1474,147,0
2.171,69.78,4.863,1559.5,48.37,10.888,64.3,1436,131,0
1.615,105.77,5.263,1629.9,40.36,10.052,47.6,1635,185,1
2.328,88.6,5.451,1528.2,45.96,10.647,79.0,936,188,0
2.254,62.55,5.933,1568.9,52.3,7.835,44.9,1269,126,0
3.124,77.33,4.049,1561.0,43.96,14.707,30.4,313,363,0
3.548,68.92,5.912,1641.9,45.65,7.54,55.8,819,296,0
3.617,64.86,4.323,1305.0,43.79,11.472,37.5,1520,308,1
2.05,61.6,4.204,1566.7,33.43,9.644,32.2,22,86,0
2.333,79.32,4.664,1598.4,45.1,10.231,64.9,68,120,0
1.153,68.19,4.209,1366.1,46.51,14.753,66.6,392,331,0
1.855,84.68,4.7,1411.4,42.44,12.402,53.0,1340,303,0
3.272,84.94,3.84,1414.9,39.23,10.069,63.8,1089,134,0
3.792,88.74,4.381,1427.1,40.6,10.821,56.9,729,327,0
1.513,66.48,5.143,1451.8,48.82,10.469,61.5,541,198,0
2.026,79.75,4.471,1524.3,54.86,11.913,59.8,1729,170,0
2.479,81.32,4.571,1586.6,51.91,12.346,63.3,568,259,0
2.724,70.26,4.738,1608.1,38.28,15.791,40.0,900,123,0
1.852,67.28,5.085,1416.2,49.27,8.167,43.4,212,241,0
2.839,91.1,3.672,1415.5,41.68,11.93,52.0,1774,70,0
2.121,77.27,4.792,1631.6,42.09,11.369,52.3,200,58,0
2.488,81.36,4.366,1564.7,42.69,13.893,68.7,987,108,0
2.937,66.78,4.583,1508.3,48.53,12.71,48.4,178,40,0
2.505,62.81,5.03,1547.3,49.8,13.181,38.1,1447,285,0
2.151,69.31,3.903,1497.0,44.51,12.69,42.6,931,145,0
2.412,73.76,3.994,1552.5,44.59,10.136,40.7,1689,285,0
2.429,64.36,3.532,1466.4,47.32,14.423,66.6,1486,51,0
2.204,74.9,4.225,1526.9,47.84,13.597,53.5,44,175,0
2.293,58.11,5.165,1348.9,50.88,13.831,65.4,1455,278,0
3.779,63.8,4.44,1431.2,38.58,14.528,50.8,168,164,1
2.949,81.71,3.83,1432.3,45.1,12.835,74.5,287,326,0
2.264,81.04,4.257,1462.6,39.66,14.962,79.2,709,251,0
3.058,71.08,3.756,1407.3,44.75,12.755,63.5,337,102,0
2.233,64.82,3.937,1446.6,43.87,11.562,73.2,586,52,0
3.438,64.73,4.694,1348.6,44.77,11.987,55.4,1195,254,0
2.796,71.27,3.913,1554.9,41.0,11.952,76.7,183,360,0
2.414,81.45,5.056,1491.7,37.56,10.961,71.6,16,172,0
2.858,84.28,4.464,1329.5,34.53,15.264,79.6,1520,250,0
1.243,70.03,4.543,1416.5,44.34,12.593,61.2,1604,176,0
1.599,63.47,4.361,1533.7,42.84,12.189,69.0,887,48,0
1.545,77.68,4.886,1445.7,41.62,12.777,57.1,837,110,0
2.614,66.76,4.892,1430.3,51.61,17.96,43.0,1578,209,0
3.886,69.82,4.668,1492.5,40.7,9.737,47.7,110,247,0
4.285,88.25,4.782,1534.4,52.08,10.31,74.7,1577,174,1
3.01,83.27,4.394,1356.4,53.12,9.239,32.8,306,106,0
2.901,76.58,4.771,1555.0,35.25,11.535,59.6,980,152,0
1.059,62.28,4.331,1420.0,45.46,12.491,48.6,6,346,0
2.066,77.11,4.501,1498.2,43.0,11.069,49.3,843,154,0
1.87,85.63,4.363,1496.5,30.44,10.921,74.2,1717,139,0
2.003,71.24,4.271,1447.3,37.78,12.285,72.7,1297,150,0
2.365,88.51,4.155,1397.6,48.87,10.996,59.9,361,272,0
2.122,87.93,4.734,1471.4,55.1,12.62,43.6,1209,43,0
0.917,91.64,5.155,1662.5,49.51,14.228,53.8,656,70,0
3.098,78.05,5.086,1363.8,46.62,13.354,50.4,1124,124,0
1.642,80.87,3.872,1669.2,44.89,13.762,47.7,1114,151,0
2.691,89.14,5.145,1474.0,53.41,14.172,35.1,984,348,0
4.159,79.47,4.341,1503.5,55.74,12.566,57.2,1270,315,1
1.764,69.99,4.8,1391.3,42.07,11.683,45.1,1263,308,0
0.476,70.51,4.047,1422.9,35.0,10.455,63.0,724,219,0
2.271,77.39,4.571,1449.7,34.51,11.218,46.0,1105,214,0
3.381,62.09,4.657,1395.4,51.61,10.953,51.6,115,329,0
4.067,73.57,3.758,1479.1,44.76,13.463,32.6,276,143,1
1.516,85.97,4.804,1459.3,45.92,12.694,79.6,80,106,0
2.897,53.09,5.173,1685.1,36.05,13.394,55.4,1592,353,0
2.128,90.34,4.413,1383.4,41.23,9.679,31.2,179,280,0
2.415,86.22,5.18,1510.3,43.52,14.863,57.1,1333,321,0
4.615,70.4,4.405,1524.8,46.04,11.146,73.5,561,305,1
1.298,80.43,4.925,1393.0,43.01,9.8,68.6,509,324,0
2.703,75.03,3.391,1568.7,39.81,11.122,65.0,260,333,0
2.874,87.3,5.709,1460.2,41.08,16.968,37.0,1810,63,0
3.369,84.83,5.248,1250.8,51.04,11.225,62.9,292,283,0
2.578,61.0,4.358,1566.0,46.22,11.35,68.3,885,264,0
2.746,80.87,3.514,1388.3,48.06,11.616,58.6,291,5,0
2.187,72.94,4.644,1395.2,40.51,11.703,74.6,542,167,0
2.715,75.83,3.778,1568.8,30.23,10.437,43.8,764,354,0
2.225,67.72,4.722,1465.3,42.38,12.286,42.1,1087,172,0
2.997,92.48,4.706,1591.8,40.67,14.151,73.5,594,337,1
2.204,85.4,4.029,1621.0,46.75,12.629,61.3,1429,118,0
2.802,67.6,5.06,1435.5,61.43,9.778,30.1,948,225,0
2.477,61.65,4.903,1579.3,48.48,11.311,47.7,480,173,0
3.401,71.14,4.988,1424.5,58.68,10.897,72.9,1349,128,0
2.459,79.35,4.504,1723.3,47.84,12.106,31.4,381,186,0
1.082,77.4,3.792,1430.7,41.85,14.661,30.2,1705,62,0
3.51,87.53,4.989,1602.6,46.74,11.702,44.1,310,273,1
1.775,82.9,4.365,1584.4,53.9,11.824,75.7,1367,85,0
1.977,84.7,3.805,1531.6,54.15,15.555,75.1,1694,209,0
2.023,78.27,5.176,1432.9,42.12,13.752,55.9,1499,192,0
3.6,61.11,5.55,1484.9,46.27,13.148,57.7,1080,237,1
0.791,73.04,4.479,1284.6,37.85,15.916,46.6,847,19,0
5.01,85.6,5.58,1522.4,49.12,12.98,42.2,425,181,0
3.345,74.48,4.546,1535.0,52.77,8.027,70.8,1166,47,0
